team,displayName,Disposals,Kicks,Marks,Handballs,Goals,Behinds,Hit Outs,Tackles
Adelaide,"Berry, Sam",8,6,1,2,0,1,0,7
Adelaide,"Brown, Luke",5,2,0,3,0,0,0,2
Adelaide,"Butts, Jordon",10,5,3,5,0,0,0,0
Adelaide,"Doedee, Tom",13,9,4,4,0,0,0,4
Adelaide,"Frampton, Billy",14,10,8,4,2,2,7,0
Adelaide,"Hamill, Will",6,5,0,1,0,0,0,5
Adelaide,"Hinge, Mitch",7,6,3,1,0,0,0,0
Adelaide,"Keays, Ben",23,15,4,8,0,1,0,4
Adelaide,"Kelly, Jake",4,2,0,2,0,0,0,2
Adelaide,"Laird, Rory",27,18,7,9,0,2,0,6
Adelaide,"Lynch, Tom",17,12,8,5,1,0,0,2
Adelaide,"McAdam, Shane",7,3,4,4,1,0,0,1
Adelaide,"McHenry, Ned",12,7,1,5,2,1,0,3
Adelaide,"McPherson, Andrew",10,7,2,3,0,0,0,4
Adelaide,"Murphy, Lachlan",11,6,0,5,1,1,0,4
Adelaide,"OBrien, Reilly",8,3,2,5,0,0,22,1
Adelaide,"Rowe, James",16,11,5,5,2,0,0,3
Adelaide,"Schoenberg, Harry",16,6,3,10,1,1,0,3
Adelaide,"Seedsman, Paul",21,14,8,7,0,1,0,1
Adelaide,"Sholl, Lachlan",23,16,9,7,0,0,0,3
Adelaide,"Sloane, Rory",20,11,5,9,0,0,0,4
Adelaide,"Smith, Brodie",21,14,6,7,0,1,0,0
Adelaide,"Walker, Taylor",18,11,7,7,5,2,2,1
Adelaide,"Berry, Sam",7,5,1,2,0,4,0,10
Adelaide,"Butts, Jordon",9,4,2,5,0,0,0,0
Adelaide,"Doedee, Tom",21,12,3,9,0,0,0,4
Adelaide,"Frampton, Billy",7,2,2,5,0,0,5,3
Adelaide,"Hamill, Will",11,5,0,6,0,0,0,2
Adelaide,"Jones, Chayce",0,0,0,0,0,0,0,0
Adelaide,"Keays, Ben",28,19,2,9,1,0,0,2
Adelaide,"Laird, Rory",30,15,2,15,0,2,0,4
Adelaide,"Lynch, Tom",15,11,4,4,0,4,0,1
Adelaide,"Mackay, David",14,10,2,4,0,0,0,1
Adelaide,"McAdam, Shane",11,7,4,4,4,2,0,1
Adelaide,"McHenry, Ned",13,7,3,6,0,1,0,1
Adelaide,"McPherson, Andrew",6,3,2,3,0,0,0,1
Adelaide,"Murphy, Lachlan",12,7,2,5,0,2,0,3
Adelaide,"Murray, Nick",10,5,3,5,0,0,0,1
Adelaide,"OBrien, Reilly",10,5,1,5,0,0,24,0
Adelaide,"Rowe, James",8,4,3,4,0,0,0,2
Adelaide,"Schoenberg, Harry",14,8,4,6,0,1,0,4
Adelaide,"Seedsman, Paul",21,10,6,11,0,0,0,1
Adelaide,"Sholl, Lachlan",16,9,2,7,0,0,0,0
Adelaide,"Sloane, Rory",21,12,3,9,0,0,0,5
Adelaide,"Smith, Brodie",16,11,2,5,0,0,0,0
Adelaide,"Walker, Taylor",15,13,6,2,6,3,3,4
Adelaide,"Berry, Sam",11,4,2,7,1,1,0,4
Adelaide,"Brown, Luke",13,10,2,3,0,0,0,2
Adelaide,"Butts, Jordon",10,9,4,1,0,0,0,2
Adelaide,"Doedee, Tom",15,8,3,7,0,0,0,2
Adelaide,"Frampton, Billy",5,4,3,1,0,1,2,1
Adelaide,"Hamill, Will",9,5,4,4,0,0,0,3
Adelaide,"Keays, Ben",26,16,5,10,1,1,0,3
Adelaide,"Kelly, Jake",21,9,6,12,0,0,0,2
Adelaide,"Laird, Rory",28,11,2,17,0,0,0,9
Adelaide,"Lynch, Tom",15,11,5,4,0,0,0,3
Adelaide,"McAdam, Shane",8,3,2,5,2,0,0,0
Adelaide,"McHenry, Ned",12,4,1,8,1,0,0,3
Adelaide,"McPherson, Andrew",14,11,2,3,0,0,0,1
Adelaide,"Murphy, Lachlan",10,5,1,5,0,1,0,5
Adelaide,"Murray, Nick",0,0,0,0,0,0,0,0
Adelaide,"OBrien, Reilly",19,5,3,14,0,0,34,3
Adelaide,"Rowe, James",14,7,1,7,2,1,0,0
Adelaide,"Schoenberg, Harry",12,9,1,3,1,0,0,2
Adelaide,"Seedsman, Paul",27,17,5,10,0,1,0,2
Adelaide,"Sholl, Lachlan",18,13,9,5,0,1,0,0
Adelaide,"Sloane, Rory",34,15,7,19,0,0,0,3
Adelaide,"Smith, Brodie",26,19,4,7,0,0,0,4
Adelaide,"Walker, Taylor",24,15,9,9,6,3,0,3
Adelaide,"Berry, Sam",8,2,3,6,0,0,0,7
Adelaide,"Brown, Luke",15,8,4,7,0,0,0,4
Adelaide,"Butts, Jordon",8,3,2,5,0,0,0,1
Adelaide,"Doedee, Tom",18,11,9,7,0,0,0,3
Adelaide,"Fogarty, Darcy",5,5,5,0,3,0,0,1
Adelaide,"Frampton, Billy",9,6,5,3,0,2,1,0
Adelaide,"Hamill, Will",15,7,4,8,0,0,0,0
Adelaide,"Keays, Ben",24,12,3,12,0,0,0,8
Adelaide,"Kelly, Jake",18,11,6,7,0,0,0,4
Adelaide,"Laird, Rory",31,12,4,19,0,0,0,3
Adelaide,"Lynch, Tom",17,12,5,5,0,2,0,1
Adelaide,"Mackay, David",0,0,0,0,0,0,0,0
Adelaide,"McAdam, Shane",7,6,4,1,3,0,0,1
Adelaide,"McHenry, Ned",13,5,4,8,0,0,0,4
Adelaide,"McPherson, Andrew",23,14,4,9,0,0,0,1
Adelaide,"Murphy, Lachlan",11,6,1,5,1,0,0,7
Adelaide,"OBrien, Reilly",24,7,8,17,1,0,30,4
Adelaide,"Rowe, James",9,6,2,3,1,1,0,3
Adelaide,"Schoenberg, Harry",20,15,6,5,2,0,0,4
Adelaide,"Seedsman, Paul",25,17,4,8,1,1,0,4
Adelaide,"Sholl, Lachlan",31,25,8,6,1,2,0,2
Adelaide,"Smith, Brodie",22,19,7,3,0,1,0,3
Adelaide,"Walker, Taylor",17,12,7,5,3,2,0,3
Adelaide,"Berry, Sam",13,3,1,10,0,0,0,1
Adelaide,"Brown, Luke",15,9,4,6,0,0,0,5
Adelaide,"Butts, Jordon",17,14,9,3,0,0,0,2
Adelaide,"Doedee, Tom",23,12,6,11,0,0,0,1
Adelaide,"Fogarty, Darcy",11,7,2,4,1,0,0,2
Adelaide,"Frampton, Billy",10,7,4,3,0,1,3,0
Adelaide,"Hamill, Will",13,6,1,7,0,0,0,3
Adelaide,"Keays, Ben",31,17,4,14,0,1,0,1
Adelaide,"Kelly, Jake",19,14,8,5,0,0,0,3
Adelaide,"Laird, Rory",29,11,4,18,0,0,0,7
Adelaide,"Lynch, Tom",14,8,5,6,1,1,0,2
Adelaide,"McAdam, Shane",4,4,3,0,1,0,0,4
Adelaide,"McHenry, Ned",12,4,2,8,1,0,0,3
Adelaide,"McPherson, Andrew",12,5,3,7,0,0,0,0
Adelaide,"Murphy, Lachlan",15,9,2,6,1,0,0,3
Adelaide,"Murray, Nick",0,0,0,0,0,0,0,0
Adelaide,"OBrien, Reilly",17,7,4,10,0,0,32,3
Adelaide,"Rowe, James",12,7,1,5,2,0,0,3
Adelaide,"Schoenberg, Harry",16,10,2,6,0,0,0,1
Adelaide,"Seedsman, Paul",28,13,8,15,1,0,0,1
Adelaide,"Sholl, Lachlan",23,15,8,8,1,0,0,3
Adelaide,"Smith, Brodie",27,21,7,6,0,0,0,2
Adelaide,"Walker, Taylor",13,10,6,3,2,3,2,1
Adelaide,"Brown, Luke",7,5,4,2,0,0,0,2
Adelaide,"Butts, Jordon",11,7,5,4,0,0,0,0
Adelaide,"Doedee, Tom",16,11,5,5,0,0,0,0
Adelaide,"Fogarty, Darcy",9,5,1,4,0,0,0,2
Adelaide,"Hamill, Will",16,6,1,10,0,0,0,2
Adelaide,"Hately, Jackson",17,8,3,9,0,0,0,6
Adelaide,"Himmelberg, Elliott",9,6,5,3,2,0,2,0
Adelaide,"Keays, Ben",31,15,8,16,1,0,0,13
Adelaide,"Kelly, Jake",12,7,5,5,0,0,0,4
Adelaide,"Laird, Rory",32,15,5,17,0,0,0,5
Adelaide,"Lynch, Tom",3,2,1,1,0,0,0,0
Adelaide,"McAdam, Shane",6,4,2,2,2,1,0,4
Adelaide,"McHenry, Ned",8,2,1,6,1,0,0,2
Adelaide,"McPherson, Andrew",14,8,3,6,0,0,0,3
Adelaide,"Murphy, Lachlan",10,4,0,6,0,1,0,0
Adelaide,"OBrien, Reilly",20,8,5,12,0,0,39,1
Adelaide,"Rowe, James",8,6,3,2,0,0,0,2
Adelaide,"Schoenberg, Harry",11,8,1,3,1,0,0,5
Adelaide,"Seedsman, Paul",27,20,5,7,1,1,0,3
Adelaide,"Sholl, Lachlan",21,13,2,8,0,0,0,0
Adelaide,"Smith, Brodie",20,17,5,3,0,0,0,1
Adelaide,"Thilthorpe, Riley",16,10,5,6,5,0,0,2
Adelaide,"Walker, Taylor",14,10,5,4,3,0,2,1
Adelaide,"Berry, Sam",11,4,3,7,0,1,0,3
Adelaide,"Butts, Jordon",16,6,1,10,0,0,0,3
Adelaide,"Doedee, Tom",22,12,9,10,0,0,0,1
Adelaide,"Fogarty, Darcy",0,0,0,0,0,0,0,0
Adelaide,"Hately, Jackson",11,6,3,5,0,0,0,5
Adelaide,"Himmelberg, Elliott",7,3,1,4,0,1,4,0
Adelaide,"Keays, Ben",28,14,5,14,0,0,0,7
Adelaide,"Kelly, Jake",23,15,4,8,0,0,0,2
Adelaide,"Laird, Rory",25,9,2,16,0,0,0,6
Adelaide,"Mackay, David",23,13,3,10,0,0,0,0
Adelaide,"McAdam, Shane",7,5,4,2,0,2,0,1
Adelaide,"McHenry, Ned",13,8,4,5,0,0,0,5
Adelaide,"McPherson, Andrew",16,14,8,2,0,0,0,0
Adelaide,"Murphy, Lachlan",16,8,2,8,1,0,0,0
Adelaide,"Murray, Nick",8,7,6,1,1,1,0,0
Adelaide,"OBrien, Reilly",12,2,2,10,0,0,19,1
Adelaide,"Rowe, James",12,7,3,5,0,1,0,0
Adelaide,"Schoenberg, Harry",19,10,1,9,0,1,0,1
Adelaide,"Seedsman, Paul",27,16,8,11,0,2,0,2
Adelaide,"Sholl, Lachlan",21,14,4,7,0,0,0,0
Adelaide,"Smith, Brodie",14,11,6,3,0,0,0,1
Adelaide,"Thilthorpe, Riley",10,8,3,2,0,0,4,2
Adelaide,"Walker, Taylor",8,5,3,3,2,0,1,1
Adelaide,"Berry, Sam",7,3,0,4,0,1,0,7
Adelaide,"Brown, Luke",20,14,7,6,0,0,0,3
Adelaide,"Butts, Jordon",9,7,1,2,0,0,0,3
Adelaide,"Doedee, Tom",14,7,2,7,0,0,0,4
Adelaide,"Fogarty, Darcy",10,6,0,4,1,0,0,3
Adelaide,"Hamill, Will",12,9,0,3,0,0,0,0
Adelaide,"Himmelberg, Elliott",10,4,2,6,0,1,4,3
Adelaide,"Keays, Ben",20,11,2,9,0,0,0,8
Adelaide,"Kelly, Jake",17,13,5,4,0,0,0,2
Adelaide,"Laird, Rory",36,16,0,20,0,0,0,5
Adelaide,"Mackay, David",12,6,2,6,0,0,0,3
Adelaide,"McHenry, Ned",1,0,0,1,0,0,0,0
Adelaide,"McPherson, Andrew",14,5,5,9,0,0,0,2
Adelaide,"Murphy, Lachlan",2,2,0,0,0,0,0,1
Adelaide,"OBrien, Reilly",6,3,0,3,0,0,28,8
Adelaide,"Rowe, James",13,6,0,7,1,1,0,3
Adelaide,"Schoenberg, Harry",19,10,2,9,0,1,0,5
Adelaide,"Seedsman, Paul",29,22,4,7,0,1,0,2
Adelaide,"Sholl, Lachlan",21,16,2,5,0,0,0,2
Adelaide,"Sloane, Rory",20,13,4,7,1,2,0,11
Adelaide,"Smith, Brodie",18,16,3,2,0,0,0,1
Adelaide,"Thilthorpe, Riley",6,5,3,1,2,0,0,0
Adelaide,"Walker, Taylor",6,3,2,3,0,1,0,1
Adelaide,"Berry, Sam",10,4,3,6,2,0,0,2
Adelaide,"Brown, Luke",16,12,5,4,0,0,0,2
Adelaide,"Butts, Jordon",11,8,5,3,0,0,0,1
Adelaide,"Doedee, Tom",20,11,7,9,0,0,0,1
Adelaide,"Fogarty, Darcy",12,7,4,5,1,2,0,0
Adelaide,"Frampton, Billy",5,4,3,1,0,1,5,0
Adelaide,"Hamill, Will",12,6,1,6,0,0,0,2
Adelaide,"Jones, Chayce",19,12,1,7,0,1,0,0
Adelaide,"Keays, Ben",32,16,5,16,0,1,0,3
Adelaide,"Kelly, Jake",13,8,4,5,0,0,0,3
Adelaide,"Laird, Rory",36,16,6,20,1,0,0,5
Adelaide,"Mackay, David",14,11,1,3,0,0,0,2
Adelaide,"McAdam, Shane",10,7,5,3,3,2,0,1
Adelaide,"McPherson, Andrew",0,0,0,0,0,0,0,0
Adelaide,"OBrien, Reilly",10,5,2,5,0,0,15,5
Adelaide,"OConnor, Ronin",8,1,0,7,0,0,0,8
Adelaide,"Rowe, James",22,10,4,12,1,0,0,1
Adelaide,"Schoenberg, Harry",21,12,5,9,1,2,0,1
Adelaide,"Seedsman, Paul",22,10,5,12,0,0,0,3
Adelaide,"Sholl, Lachlan",24,9,3,15,0,0,0,1
Adelaide,"Sloane, Rory",22,9,4,13,0,0,0,6
Adelaide,"Smith, Brodie",22,17,5,5,0,0,0,0
Adelaide,"Thilthorpe, Riley",11,6,4,5,2,1,0,0
Adelaide,"Berry, Sam",11,3,3,8,1,0,0,1
Adelaide,"Brown, Luke",18,13,6,5,0,0,0,1
Adelaide,"Butts, Jordon",10,9,6,1,0,0,0,1
Adelaide,"Doedee, Tom",15,9,6,6,0,0,0,3
Adelaide,"Fogarty, Darcy",7,5,3,2,2,0,0,0
Adelaide,"Jones, Chayce",12,9,2,3,0,0,0,2
Adelaide,"Keays, Ben",34,17,3,17,2,0,0,7
Adelaide,"Kelly, Jake",15,13,9,2,0,0,0,0
Adelaide,"Laird, Rory",35,14,3,21,0,0,0,7
Adelaide,"Mackay, David",21,12,6,9,1,0,0,5
Adelaide,"McAdam, Shane",9,5,3,4,1,2,0,6
Adelaide,"McHenry, Ned",15,7,2,8,0,0,0,6
Adelaide,"Murray, Nick",9,5,2,4,0,0,0,1
Adelaide,"OBrien, Reilly",10,0,3,10,0,0,24,3
Adelaide,"OConnor, Ronin",0,0,0,0,0,0,0,0
Adelaide,"Rowe, James",18,8,3,10,2,0,0,1
Adelaide,"Schoenberg, Harry",12,5,1,7,0,0,0,3
Adelaide,"Seedsman, Paul",35,22,7,13,1,0,0,4
Adelaide,"Sholl, Lachlan",17,14,5,3,0,2,0,2
Adelaide,"Sloane, Rory",19,8,0,11,0,0,0,5
Adelaide,"Smith, Brodie",22,15,4,7,0,0,0,4
Adelaide,"Thilthorpe, Riley",10,6,1,4,2,1,3,1
Adelaide,"Walker, Taylor",16,8,9,8,3,0,0,2
Adelaide,"Berry, Sam",7,3,1,4,1,0,0,2
Adelaide,"Brown, Luke",7,6,1,1,0,0,0,2
Adelaide,"Butts, Jordon",10,6,4,4,0,0,0,2
Adelaide,"Doedee, Tom",18,12,6,6,0,0,0,1
Adelaide,"Fogarty, Darcy",6,3,3,3,3,0,0,0
Adelaide,"Hamill, Will",5,3,0,2,0,0,0,1
Adelaide,"Jones, Chayce",9,7,1,2,0,1,0,0
Adelaide,"Keays, Ben",31,21,3,10,0,0,0,9
Adelaide,"Kelly, Jake",9,7,3,2,0,0,0,2
Adelaide,"Laird, Rory",25,11,1,14,0,0,0,6
Adelaide,"Mackay, David",16,6,1,10,0,1,0,2
Adelaide,"McAdam, Shane",3,0,0,3,0,0,0,3
Adelaide,"McHenry, Ned",19,11,4,8,0,0,0,4
Adelaide,"Murray, Nick",7,6,2,1,0,0,0,0
Adelaide,"OBrien, Reilly",14,8,4,6,1,0,34,2
Adelaide,"Rowe, James",13,7,0,6,1,1,0,3
Adelaide,"Schoenberg, Harry",19,7,3,12,0,1,0,3
Adelaide,"Seedsman, Paul",18,9,1,9,0,1,0,1
Adelaide,"Sholl, Lachlan",11,7,2,4,1,0,0,1
Adelaide,"Sloane, Rory",29,16,3,13,0,0,0,4
Adelaide,"Smith, Brodie",15,9,1,6,0,0,0,3
Adelaide,"Thilthorpe, Riley",10,6,5,4,1,1,1,1
Adelaide,"Walker, Taylor",16,10,6,6,4,3,2,1
Adelaide,"Butts, Jordon",7,5,0,2,0,0,0,2
Adelaide,"Doedee, Tom",16,11,4,5,0,0,0,0
Adelaide,"Fogarty, Darcy",10,8,4,2,2,2,0,0
Adelaide,"Hamill, Will",7,4,0,3,0,0,0,1
Adelaide,"Jones, Chayce",15,8,1,7,0,0,0,3
Adelaide,"Keays, Ben",33,17,3,16,0,1,0,6
Adelaide,"Kelly, Jake",7,5,4,2,0,0,0,2
Adelaide,"Laird, Rory",40,15,6,25,0,0,0,5
Adelaide,"Mackay, David",10,6,0,4,0,0,0,2
Adelaide,"McAdam, Shane",12,9,6,3,2,0,0,4
Adelaide,"McHenry, Ned",14,3,2,11,1,0,0,7
Adelaide,"McPherson, Andrew",7,3,2,4,0,0,0,1
Adelaide,"Murray, Nick",0,0,0,0,0,0,0,0
Adelaide,"OBrien, Reilly",19,10,7,9,0,0,27,4
Adelaide,"OConnor, Ronin",9,2,2,7,0,0,0,0
Adelaide,"Rowe, James",11,5,2,6,0,0,0,1
Adelaide,"Schoenberg, Harry",19,13,1,6,0,0,0,1
Adelaide,"Seedsman, Paul",27,18,7,9,2,0,0,4
Adelaide,"Sholl, Lachlan",14,7,2,7,0,0,0,2
Adelaide,"Sloane, Rory",23,13,4,10,0,0,0,5
Adelaide,"Smith, Brodie",26,21,8,5,0,0,0,1
Adelaide,"Thilthorpe, Riley",9,6,4,3,1,2,4,0
Adelaide,"Walker, Taylor",22,13,6,9,2,6,6,1
Adelaide,"Berry, Sam",15,7,2,8,0,1,0,4
Adelaide,"Butts, Jordon",11,7,1,4,0,0,0,2
Adelaide,"Doedee, Tom",20,10,1,10,0,0,0,2
Adelaide,"Fogarty, Darcy",9,6,2,3,0,0,0,0
Adelaide,"Hamill, Will",11,6,3,5,0,0,0,3
Adelaide,"Jones, Chayce",13,11,2,2,0,0,0,1
Adelaide,"Keays, Ben",31,21,2,10,0,0,0,10
Adelaide,"Kelly, Jake",12,7,2,5,0,0,0,3
Adelaide,"Laird, Rory",33,20,1,13,0,1,0,8
Adelaide,"Mackay, David",14,11,2,3,1,0,0,0
Adelaide,"McAdam, Shane",11,6,3,5,1,2,0,3
Adelaide,"McHenry, Ned",11,1,0,10,0,1,0,1
Adelaide,"McPherson, Andrew",16,11,1,5,0,0,0,1
Adelaide,"OBrien, Reilly",16,12,2,4,0,0,30,2
Adelaide,"Rowe, James",18,8,0,10,1,3,0,1
Adelaide,"Schoenberg, Harry",18,10,3,8,0,0,0,2
Adelaide,"Seedsman, Paul",31,20,4,11,0,0,0,6
Adelaide,"Sholl, Lachlan",0,0,0,0,0,0,0,0
Adelaide,"Sloane, Rory",19,12,3,7,1,0,0,4
Adelaide,"Smith, Brodie",18,16,4,2,1,0,0,0
Adelaide,"Thilthorpe, Riley",16,12,2,4,3,0,1,1
Adelaide,"Walker, Taylor",11,7,3,4,1,1,4,1
Adelaide,"Worrell, Josh",3,2,0,1,0,0,0,2
Adelaide,"Berry, Sam",7,1,0,6,0,0,0,3
Adelaide,"Brown, Luke",15,11,4,4,0,0,0,1
Adelaide,"Butts, Jordon",5,5,4,0,0,0,0,0
Adelaide,"Doedee, Tom",9,4,4,5,0,0,0,1
Adelaide,"Fogarty, Darcy",3,3,1,0,2,0,0,1
Adelaide,"Hamill, Will",7,4,2,3,0,0,0,3
Adelaide,"Jones, Chayce",15,9,7,6,0,0,0,3
Adelaide,"Keays, Ben",30,17,4,13,1,2,0,4
Adelaide,"Kelly, Jake",20,16,7,4,0,0,0,0
Adelaide,"Laird, Rory",33,20,4,13,0,0,0,4
Adelaide,"Mackay, David",14,7,5,7,0,0,0,3
Adelaide,"McAdam, Shane",8,5,4,3,0,0,0,1
Adelaide,"McHenry, Ned",11,8,4,3,1,1,0,2
Adelaide,"McPherson, Andrew",0,0,0,0,0,0,0,0
Adelaide,"OBrien, Reilly",13,7,4,6,0,0,27,5
Adelaide,"Rowe, James",13,6,2,7,1,0,0,5
Adelaide,"Schoenberg, Harry",13,7,0,6,0,1,0,3
Adelaide,"Seedsman, Paul",24,17,3,7,2,0,0,0
Adelaide,"Sholl, Lachlan",14,10,6,4,0,1,0,1
Adelaide,"Sloane, Rory",23,6,2,17,0,0,0,4
Adelaide,"Smith, Brodie",23,19,8,4,0,0,0,3
Adelaide,"Thilthorpe, Riley",12,7,3,5,0,0,1,2
Adelaide,"Walker, Taylor",14,10,5,4,3,4,6,3
Adelaide,"Berry, Sam",14,2,1,12,0,0,0,4
Adelaide,"Brown, Luke",11,9,2,2,0,0,0,2
Adelaide,"Butts, Jordon",12,6,2,6,0,0,0,1
Adelaide,"Doedee, Tom",14,8,3,6,1,1,0,1
Adelaide,"Frampton, Billy",9,6,2,3,0,2,0,2
Adelaide,"Hately, Jackson",7,4,1,3,0,2,0,1
Adelaide,"Jones, Chayce",11,7,2,4,0,0,0,1
Adelaide,"Keays, Ben",28,17,1,11,0,0,0,5
Adelaide,"Kelly, Jake",19,10,4,9,0,0,0,2
Adelaide,"Laird, Rory",37,17,5,20,0,0,0,3
Adelaide,"Mackay, David",14,10,2,4,1,0,0,5
Adelaide,"McHenry, Ned",12,9,2,3,0,0,0,9
Adelaide,"Murray, Nick",5,4,0,1,0,0,0,1
Adelaide,"OBrien, Reilly",16,12,2,4,0,0,36,1
Adelaide,"Pedlar, Luke",13,10,3,3,0,0,0,1
Adelaide,"Rowe, James",14,8,2,6,0,2,0,2
Adelaide,"Schoenberg, Harry",16,12,1,4,1,0,0,6
Adelaide,"Seedsman, Paul",21,13,3,8,2,2,0,2
Adelaide,"Sholl, Lachlan",28,14,5,14,0,0,0,0
Adelaide,"Sloane, Rory",18,11,4,7,1,0,0,6
Adelaide,"Smith, Brodie",22,13,1,9,0,0,0,5
Adelaide,"Thilthorpe, Riley",9,5,5,4,1,1,3,1
Adelaide,"Walker, Taylor",6,5,1,1,1,0,6,0
Adelaide,"Berry, Sam",3,2,1,1,0,0,0,3
Adelaide,"Butts, Jordon",12,11,10,1,0,0,0,1
Adelaide,"Davis, Ben",7,5,4,2,0,0,0,1
Adelaide,"Doedee, Tom",7,5,4,2,0,0,0,1
Adelaide,"Frampton, Billy",17,11,11,6,0,2,0,0
Adelaide,"Hamill, Will",14,4,3,10,0,0,0,0
Adelaide,"Jones, Chayce",11,9,4,2,0,0,0,0
Adelaide,"Keays, Ben",25,13,7,12,0,0,0,5
Adelaide,"Kelly, Jake",19,18,12,1,0,0,0,3
Adelaide,"Laird, Rory",33,12,7,21,0,0,0,5
Adelaide,"Mackay, David",14,10,4,4,0,0,0,3
Adelaide,"McHenry, Ned",4,4,0,0,0,0,0,2
Adelaide,"Murphy, Lachlan",10,7,2,3,1,2,0,0
Adelaide,"Murray, Nick",10,9,7,1,0,0,1,3
Adelaide,"OBrien, Reilly",10,6,1,4,0,0,40,1
Adelaide,"Pedlar, Luke",6,4,1,2,0,0,0,0
Adelaide,"Rowe, James",13,6,3,7,0,1,0,1
Adelaide,"Schoenberg, Harry",20,13,2,7,1,0,0,7
Adelaide,"Seedsman, Paul",27,15,10,12,0,1,0,3
Adelaide,"Sholl, Lachlan",15,7,1,8,0,0,0,0
Adelaide,"Sloane, Rory",17,8,5,9,0,0,0,4
Adelaide,"Smith, Brodie",28,24,8,4,0,0,0,1
Adelaide,"Thilthorpe, Riley",8,5,1,3,0,2,2,1
Adelaide,"Berry, Sam",12,6,3,6,0,0,0,2
Adelaide,"Butts, Jordon",8,5,2,3,0,0,0,2
Adelaide,"Fogarty, Darcy",10,7,4,3,2,1,0,1
Adelaide,"Hamill, Will",11,9,2,2,0,0,0,1
Adelaide,"Himmelberg, Elliott",10,5,2,5,1,1,0,1
Adelaide,"Jones, Chayce",15,11,4,4,0,0,0,1
Adelaide,"Keays, Ben",30,17,6,13,2,0,0,6
Adelaide,"Kelly, Jake",23,16,8,7,0,0,0,4
Adelaide,"Laird, Rory",34,15,8,19,0,0,0,4
Adelaide,"Lynch, Tom",25,15,6,10,1,0,0,0
Adelaide,"Mackay, David",18,11,2,7,0,0,0,3
Adelaide,"McHenry, Ned",10,4,2,6,0,0,0,3
Adelaide,"McPherson, Andrew",19,12,5,7,0,0,0,3
Adelaide,"Murphy, Lachlan",16,10,3,6,0,1,0,1
Adelaide,"Murray, Nick",6,5,3,1,0,0,0,4
Adelaide,"OBrien, Reilly",11,7,6,4,0,0,27,4
Adelaide,"Rowe, James",15,4,5,11,0,0,0,3
Adelaide,"Schoenberg, Harry",24,15,8,9,1,0,0,6
Adelaide,"Seedsman, Paul",27,16,7,11,0,1,0,3
Adelaide,"Sholl, Lachlan",4,1,0,3,0,0,0,1
Adelaide,"Sloane, Rory",25,7,4,18,0,0,0,2
Adelaide,"Smith, Brodie",27,21,8,6,0,1,0,3
Adelaide,"Walker, Taylor",13,9,7,4,1,1,0,0
Adelaide,"Berry, Sam",3,1,1,2,0,0,0,5
Adelaide,"Butts, Jordon",9,5,3,4,0,0,0,2
Adelaide,"Doedee, Tom",22,13,6,9,0,0,0,1
Adelaide,"Fogarty, Darcy",13,8,5,5,2,1,1,2
Adelaide,"Frampton, Billy",10,8,7,2,0,0,1,1
Adelaide,"Hamill, Will",12,8,3,4,0,0,0,3
Adelaide,"Himmelberg, Elliott",11,11,9,0,2,1,1,3
Adelaide,"Jones, Chayce",18,10,5,8,0,0,0,0
Adelaide,"Keays, Ben",23,15,6,8,1,1,0,7
Adelaide,"Kelly, Jake",13,11,5,2,0,0,0,0
Adelaide,"Laird, Rory",36,22,6,14,2,0,0,5
Adelaide,"Lynch, Tom",17,11,7,6,1,0,0,0
Adelaide,"Mackay, David",2,1,2,1,0,0,0,0
Adelaide,"McHenry, Ned",12,8,4,4,1,0,0,0
Adelaide,"McPherson, Andrew",15,11,4,4,0,0,0,2
Adelaide,"Murphy, Lachlan",13,7,3,6,2,1,0,2
Adelaide,"OBrien, Reilly",23,15,7,8,0,0,24,0
Adelaide,"Schoenberg, Harry",24,14,5,10,0,0,0,6
Adelaide,"Seedsman, Paul",25,17,8,8,0,0,0,1
Adelaide,"Sholl, Lachlan",14,7,4,7,0,0,0,2
Adelaide,"Sloane, Rory",15,10,4,5,0,0,0,5
Adelaide,"Smith, Brodie",14,12,7,2,1,0,0,2
Adelaide,"Walker, Taylor",9,9,6,0,4,0,2,0
Adelaide,"Berry, Sam",7,4,1,3,0,0,0,4
Adelaide,"Butts, Jordon",7,5,3,2,0,0,0,2
Adelaide,"Doedee, Tom",20,11,7,9,0,0,0,1
Adelaide,"Fogarty, Darcy",7,7,5,0,1,3,0,2
Adelaide,"Hamill, Will",6,3,1,3,0,0,0,5
Adelaide,"Himmelberg, Elliott",11,6,5,5,2,1,1,0
Adelaide,"Jones, Chayce",4,3,1,1,0,0,0,1
Adelaide,"Keays, Ben",22,11,2,11,0,0,0,4
Adelaide,"Kelly, Jake",13,10,2,3,0,0,0,3
Adelaide,"Laird, Rory",25,10,1,15,0,0,0,10
Adelaide,"Lynch, Tom",18,9,4,9,1,0,0,3
Adelaide,"Mackay, David",4,2,0,2,0,0,0,1
Adelaide,"McHenry, Ned",13,5,2,8,0,0,0,5
Adelaide,"McPherson, Andrew",21,15,3,6,0,0,0,1
Adelaide,"Murphy, Lachlan",17,8,5,9,1,2,0,2
Adelaide,"Murray, Nick",8,7,2,1,0,0,0,2
Adelaide,"OBrien, Reilly",19,7,6,12,0,0,44,6
Adelaide,"Rowe, James",12,7,2,5,1,0,0,1
Adelaide,"Schoenberg, Harry",21,10,2,11,0,0,0,4
