team,displayName,Disposals,Kicks,Marks,Handballs,Goals,Behinds,Hit Outs,Tackles
Carlton,"De Koning, Tom",11,5,5,6,1,0,3,3
Carlton,"Dow, Paddy",13,6,1,7,1,0,0,4
Carlton,"Lamb, Jed",21,17,4,4,0,0,0,1
Carlton,"Lang, Darcy",13,7,6,6,0,0,0,1
Carlton,"Lobbe, Matthew",13,6,3,7,0,1,27,3
Carlton,"Marchbank, Caleb",21,13,11,8,0,0,0,1
Carlton,"McKay, Harry",13,11,6,2,0,2,0,2
Carlton,"Mullett, Aaron",9,6,0,3,0,1,0,4
Carlton,"Murphy, Marc",22,14,3,8,0,0,0,2
Carlton,"OBrien, Lochie",20,12,6,8,0,0,0,2
Carlton,"Petrevski-Seton, Sam",9,3,1,6,0,0,0,6
Carlton,"Polson, Cameron",10,2,0,8,0,0,0,0
Carlton,"Rowe, Sam",10,3,2,7,0,0,0,1
Carlton,"Silvagni, Jack",11,6,3,5,1,0,0,4
Carlton,"Simpson, Kade",35,25,3,10,1,0,0,4
Carlton,"Thomas, Dale",23,11,5,12,0,0,0,2
Carlton,"Weitering, Jacob",16,9,7,7,0,0,0,0
Carlton,"Wright, Matthew",9,6,4,3,1,0,0,1
Carlton,"Byrne, Ciaran",21,13,5,8,0,0,0,3
Carlton,"Cripps, Patrick",37,14,2,23,0,2,0,7
Carlton,"Curnow, Charlie",7,3,1,4,0,0,0,1
Carlton,"Curnow, Ed",17,7,3,10,0,0,0,2
Carlton,"De Koning, Tom",5,1,1,4,0,0,0,1
Carlton,"Kerridge, Sam",22,11,6,11,1,0,0,0
Carlton,"Lamb, Jed",17,11,2,6,0,1,0,1
Carlton,"Lang, Darcy",10,3,2,7,0,0,0,5
Carlton,"Lobbe, Matthew",9,3,3,6,0,0,35,7
Carlton,"Marchbank, Caleb",10,4,4,6,0,1,0,1
Carlton,"McKay, Harry",10,7,7,3,3,2,1,1
Carlton,"Mullett, Aaron",18,16,3,2,1,1,0,0
Carlton,"Murphy, Marc",24,12,1,12,0,0,0,1
Carlton,"OBrien, Lochie",22,16,4,6,0,0,0,1
Carlton,"Petrevski-Seton, Sam",18,11,4,7,0,1,0,6
Carlton,"Polson, Cameron",15,10,3,5,2,1,0,7
Carlton,"Rowe, Sam",11,7,2,4,0,0,0,1
Carlton,"Silvagni, Jack",12,8,3,4,0,0,0,1
Carlton,"Simpson, Kade",18,10,6,8,1,0,0,2
Carlton,"Thomas, Dale",22,12,7,10,0,1,0,2
Carlton,"Weitering, Jacob",14,10,6,4,0,0,0,2
Carlton,"Wright, Matthew",13,8,2,5,0,2,0,2
Collingwood,"Adams, Taylor",20,9,2,11,0,0,0,4
Collingwood,"Aish, James",17,8,1,9,1,0,0,0
Collingwood,"Cox, Mason",6,4,0,2,0,0,18,1
Collingwood,"Crisp, Jack",17,10,3,7,0,0,0,4
Collingwood,"Crocker, Ben",9,6,2,3,2,3,0,3
Collingwood,"Dunn, Lynden",12,9,3,3,0,0,0,4
Collingwood,"Grundy, Brodie",12,7,4,5,0,0,28,3
Collingwood,"Hoskin-Elliott, Will",16,12,4,4,1,0,0,1
Collingwood,"Howe, Jeremy",12,9,2,3,1,0,0,3
Collingwood,"Langdon, Tom",14,4,4,10,0,0,0,2
Collingwood,"Maynard, Brayden",19,16,6,3,0,1,0,2
Collingwood,"Moore, Darcy",15,11,8,4,1,0,0,3
Collingwood,"Murray, Sam",19,12,4,7,0,0,0,3
Collingwood,"Pendlebury, Scott",26,12,2,14,0,1,0,9
Collingwood,"Phillips, Tom",20,10,3,10,0,0,0,2
Collingwood,"Reid, Ben",11,8,6,3,1,0,0,3
Collingwood,"Sidebottom, Steele",31,15,5,16,1,0,0,4
Collingwood,"Smith, Josh",14,7,3,7,0,1,0,3
Collingwood,"Stephenson, Jaidyn",16,10,4,6,0,0,0,3
Collingwood,"Thomas, Josh",17,10,3,7,1,1,0,4
Collingwood,"Treloar, Adam",33,14,1,19,0,1,0,6
Collingwood,"Varcoe, Travis",7,2,0,5,0,0,0,4
Collingwood,"Adams, Taylor",25,6,2,19,0,0,0,7
Collingwood,"Aish, James",23,14,6,9,1,0,0,4
Collingwood,"Broomhead, Tim",0,0,0,0,0,0,0,0
Collingwood,"Brown, Callum",12,4,1,8,0,0,0,4
Collingwood,"Crisp, Jack",20,13,4,7,1,1,0,3
Collingwood,"Crocker, Ben",11,10,4,1,1,1,0,0
Collingwood,"Dunn, Lynden",15,7,5,8,0,0,0,2
Collingwood,"Grundy, Brodie",20,7,3,13,2,0,45,3
Collingwood,"Hoskin-Elliott, Will",11,5,4,6,1,1,0,3
Collingwood,"Howe, Jeremy",27,19,9,8,0,0,0,2
Collingwood,"Langdon, Tom",24,15,6,9,0,0,0,1
Collingwood,"Maynard, Brayden",15,7,0,8,0,0,0,7
Collingwood,"Moore, Darcy",6,4,1,2,1,0,2,2
Collingwood,"Murray, Sam",20,11,2,9,0,0,0,0
Collingwood,"Pendlebury, Scott",30,11,5,19,0,0,1,9
Collingwood,"Phillips, Tom",32,21,10,11,1,1,0,2
Collingwood,"Scharenberg, Matt",23,13,8,10,0,0,0,3
Collingwood,"Sidebottom, Steele",24,11,6,13,0,0,0,5
Collingwood,"Stephenson, Jaidyn",13,8,2,5,0,0,0,4
Collingwood,"Thomas, Josh",20,9,2,11,1,2,0,2
Collingwood,"Treloar, Adam",24,8,3,16,2,0,0,5
Collingwood,"Varcoe, Travis",12,8,2,4,1,1,0,4
Collingwood,"Adams, Taylor",27,14,4,13,0,0,0,1
Collingwood,"Aish, James",20,12,7,8,1,0,0,1
Collingwood,"Brown, Callum",20,8,2,12,0,0,0,5
Collingwood,"Cox, Mason",9,3,6,6,0,0,4,3
Collingwood,"Crisp, Jack",32,18,9,14,0,0,0,2
Collingwood,"Crocker, Ben",10,5,4,5,0,0,0,2
Collingwood,"Dunn, Lynden",13,9,5,4,0,0,0,3
Collingwood,"Grundy, Brodie",25,11,6,14,0,0,32,8
Collingwood,"Hoskin-Elliott, Will",18,14,7,4,3,1,0,1
Collingwood,"Howe, Jeremy",18,14,7,4,0,0,0,1
Collingwood,"Langdon, Tom",22,14,7,8,0,0,0,2
Collingwood,"Maynard, Brayden",18,8,3,10,0,0,0,3
Collingwood,"Murray, Sam",21,13,7,8,0,0,0,4
Collingwood,"Pendlebury, Scott",21,11,4,10,0,0,0,12
Collingwood,"Phillips, Tom",20,9,6,11,0,0,0,6
Collingwood,"Reid, Ben",12,10,7,2,3,0,1,1
Collingwood,"Scharenberg, Matt",18,6,3,12,0,0,0,0
Collingwood,"Sidebottom, Steele",34,16,7,18,3,0,0,4
Collingwood,"Stephenson, Jaidyn",6,3,2,3,0,0,0,3
Collingwood,"Thomas, Josh",15,11,5,4,5,0,0,6
Collingwood,"Treloar, Adam",26,12,5,14,1,2,0,0
Collingwood,"Varcoe, Travis",12,6,0,6,0,1,0,1
Collingwood,"Aish, James",15,10,2,5,1,0,0,7
Collingwood,"Brown, Callum",15,7,1,8,0,0,0,8
Collingwood,"Cox, Mason",5,3,1,2,0,0,10,1
Collingwood,"Crisp, Jack",21,10,3,11,0,0,0,0
Collingwood,"Crocker, Ben",11,9,4,2,1,1,0,3
Collingwood,"Dunn, Lynden",9,6,2,3,0,0,0,1
Collingwood,"Grundy, Brodie",33,10,1,23,1,0,40,2
Collingwood,"Hoskin-Elliott, Will",23,12,1,11,2,1,0,4
Collingwood,"Howe, Jeremy",12,9,4,3,0,0,0,0
Collingwood,"Langdon, Tom",14,4,1,10,0,0,0,4
Collingwood,"Maynard, Brayden",18,11,0,7,0,1,0,2
Collingwood,"Murray, Sam",23,7,3,16,0,1,0,6
Collingwood,"Pendlebury, Scott",30,19,4,11,0,1,0,3
Collingwood,"Phillips, Tom",31,15,1,16,1,0,0,4
Collingwood,"Reid, Ben",15,10,4,5,1,3,0,1
Collingwood,"Scharenberg, Matt",17,9,4,8,0,0,0,1
Collingwood,"Sidebottom, Steele",43,19,2,24,0,1,0,7
Collingwood,"Stephenson, Jaidyn",13,7,4,6,5,1,0,3
Collingwood,"Thomas, Josh",20,10,3,10,2,0,0,4
Collingwood,"Treloar, Adam",36,13,2,23,0,0,0,11
Collingwood,"Varcoe, Travis",13,7,3,6,1,0,0,0
Collingwood,"de Goey, Jordan",15,8,2,7,1,0,0,5
Collingwood,"Aish, James",20,11,6,9,0,1,0,1
Collingwood,"Brown, Callum",22,5,2,17,0,0,0,2
Collingwood,"Cox, Mason",12,7,8,5,2,2,4,2
Collingwood,"Crisp, Jack",14,7,4,7,0,0,0,2
Collingwood,"Crocker, Ben",11,7,6,4,0,1,0,2
Collingwood,"Dunn, Lynden",11,9,4,2,0,0,0,3
Collingwood,"Grundy, Brodie",22,9,4,13,0,0,32,3
Collingwood,"Hoskin-Elliott, Will",12,8,5,4,2,2,0,0
Collingwood,"Howe, Jeremy",16,13,8,3,0,0,0,3
Collingwood,"Langdon, Tom",19,12,5,7,0,0,0,4
Collingwood,"Maynard, Brayden",15,13,3,2,0,0,0,6
Collingwood,"Murray, Sam",21,10,4,11,0,0,0,1
Collingwood,"Pendlebury, Scott",27,11,6,16,0,0,0,5
Collingwood,"Phillips, Tom",25,8,2,17,1,1,0,0
Collingwood,"Reid, Ben",9,6,3,3,1,2,1,1
Collingwood,"Scharenberg, Matt",19,8,3,11,0,0,0,0
Collingwood,"Sidebottom, Steele",25,11,1,14,3,0,0,1
Collingwood,"Stephenson, Jaidyn",15,12,5,3,2,2,0,4
Collingwood,"Thomas, Josh",17,7,1,10,0,0,0,2
Collingwood,"Treloar, Adam",34,13,6,21,2,2,0,2
Collingwood,"Varcoe, Travis",18,8,2,10,0,1,0,2
Collingwood,"de Goey, Jordan",23,11,2,12,1,0,0,2
Collingwood,"Aish, James",13,4,1,9,0,0,0,1
Collingwood,"Appleby, Flynn",8,4,1,4,0,0,0,3
Collingwood,"Blair, Jarryd",20,8,4,12,0,0,0,4
Collingwood,"Brown, Callum",18,8,4,10,0,0,0,6
Collingwood,"Cox, Mason",10,6,6,4,2,1,11,1
Collingwood,"Crisp, Jack",22,10,3,12,0,0,0,4
Collingwood,"Dunn, Lynden",16,7,0,9,0,0,0,0
Collingwood,"Grundy, Brodie",24,4,5,20,0,0,33,4
Collingwood,"Hoskin-Elliott, Will",17,10,9,7,2,0,0,1
Collingwood,"Howe, Jeremy",30,18,12,12,0,0,0,4
Collingwood,"Maynard, Brayden",16,10,2,6,0,0,0,4
Collingwood,"Mayne, Chris",11,7,5,4,0,1,0,2
Collingwood,"Murray, Sam",19,11,8,8,0,0,0,2
Collingwood,"Pendlebury, Scott",29,12,5,17,1,0,0,8
Collingwood,"Phillips, Tom",38,16,9,22,0,0,0,3
Collingwood,"Reid, Ben",11,10,6,1,2,1,0,1
Collingwood,"Scharenberg, Matt",25,13,7,12,0,0,0,2
Collingwood,"Sidebottom, Steele",25,13,5,12,0,1,0,2
Collingwood,"Stephenson, Jaidyn",13,7,2,6,1,0,0,6
Collingwood,"Thomas, Josh",16,9,4,7,0,0,0,3
Collingwood,"Treloar, Adam",42,17,6,25,1,0,0,5
Collingwood,"de Goey, Jordan",9,5,1,4,1,0,0,3
Collingwood,"Adams, Taylor",14,8,3,6,0,0,0,2
Collingwood,"Appleby, Flynn",13,10,4,3,0,0,0,1
Collingwood,"Blair, Jarryd",16,8,3,8,0,0,0,4
Collingwood,"Cox, Mason",10,6,4,4,1,0,10,2
Collingwood,"Crisp, Jack",19,14,5,5,0,0,0,4
Collingwood,"Crocker, Ben",10,6,1,4,0,0,0,2
Collingwood,"Dunn, Lynden",7,5,3,2,0,0,0,1
Collingwood,"Grundy, Brodie",16,4,1,12,0,0,39,11
Collingwood,"Hoskin-Elliott, Will",13,10,5,3,1,0,0,0
Collingwood,"Howe, Jeremy",17,12,7,5,1,0,0,2
Collingwood,"Mayne, Chris",18,10,5,8,1,2,0,3
Collingwood,"Moore, Darcy",5,3,3,2,1,0,0,0
Collingwood,"Murray, Sam",24,17,10,7,0,0,0,2
Collingwood,"Pendlebury, Scott",20,9,1,11,1,0,0,4
Collingwood,"Phillips, Tom",28,18,10,10,1,0,0,1
Collingwood,"Scharenberg, Matt",14,6,3,8,0,0,0,1
Collingwood,"Sidebottom, Steele",34,17,6,17,0,1,0,2
Collingwood,"Stephenson, Jaidyn",21,13,6,8,2,0,0,1
Collingwood,"Thomas, Josh",22,12,7,10,3,0,0,2
Collingwood,"Treloar, Adam",26,12,1,14,1,1,0,7
Collingwood,"Varcoe, Travis",19,10,4,9,1,0,0,1
Collingwood,"de Goey, Jordan",20,13,7,7,5,2,0,3
Collingwood,"Adams, Taylor",25,13,6,12,0,0,0,12
Collingwood,"Appleby, Flynn",15,12,6,3,0,0,0,1
Collingwood,"Brown, Callum",14,5,1,9,0,1,0,0
Collingwood,"Cox, Mason",9,2,3,7,0,0,8,3
Collingwood,"Crisp, Jack",32,20,7,12,0,1,0,11
Collingwood,"Crocker, Ben",11,8,3,3,0,0,0,0
Collingwood,"Dunn, Lynden",9,7,2,2,0,0,0,5
Collingwood,"Grundy, Brodie",19,9,5,10,1,0,42,5
Collingwood,"Hoskin-Elliott, Will",16,10,5,6,1,1,0,1
Collingwood,"Howe, Jeremy",30,19,11,11,0,1,0,3
Collingwood,"Mayne, Chris",25,10,10,15,0,1,0,9
Collingwood,"Moore, Darcy",3,2,3,1,0,0,0,0
Collingwood,"Murray, Sam",19,12,5,7,0,0,0,2
Collingwood,"Phillips, Tom",11,7,1,4,2,0,0,1
Collingwood,"Scharenberg, Matt",29,14,14,15,0,0,0,5
Collingwood,"Sidebottom, Steele",30,10,6,20,0,0,0,4
Collingwood,"Stephenson, Jaidyn",11,4,2,7,0,0,0,2
Collingwood,"Thomas, Josh",18,5,4,13,0,0,0,5
Collingwood,"Treloar, Adam",34,19,3,15,0,3,0,5
Collingwood,"Varcoe, Travis",10,6,2,4,0,0,0,3
Collingwood,"Wells, Daniel",13,11,5,2,0,3,0,5
Collingwood,"de Goey, Jordan",22,13,7,9,1,1,0,2
Collingwood,"Adams, Taylor",23,13,5,10,0,0,0,2
Collingwood,"Appleby, Flynn",16,12,8,4,0,0,0,1
Collingwood,"Cox, Mason",9,4,2,5,0,1,2,0
Collingwood,"Crisp, Jack",30,18,8,12,0,0,0,4
Collingwood,"Dunn, Lynden",15,12,6,3,0,0,0,2
Collingwood,"Fasolo, Alex",2,1,1,1,0,0,0,1
Collingwood,"Grundy, Brodie",23,13,7,10,0,1,42,5
Collingwood,"Hoskin-Elliott, Will",16,11,7,5,2,2,0,2
Collingwood,"Howe, Jeremy",30,22,11,8,0,0,0,3
Collingwood,"Langdon, Tom",25,14,7,11,0,0,0,7
Collingwood,"Mayne, Chris",16,6,4,10,0,0,0,1
Collingwood,"Murray, Sam",23,7,6,16,0,0,0,0
Collingwood,"Pendlebury, Scott",30,12,2,18,1,0,0,5
Collingwood,"Phillips, Tom",30,18,11,12,1,0,0,2
Collingwood,"Scharenberg, Matt",25,16,9,9,0,0,0,1
Collingwood,"Sidebottom, Steele",38,11,3,27,0,1,0,4
Collingwood,"Stephenson, Jaidyn",18,8,6,10,2,1,0,2
Collingwood,"Thomas, Josh",23,11,3,12,1,0,0,1
Collingwood,"Treloar, Adam",24,11,5,13,0,0,0,7
Collingwood,"Varcoe, Travis",8,6,2,2,0,2,0,5
Collingwood,"Wells, Daniel",16,9,3,7,2,0,0,3
Collingwood,"de Goey, Jordan",13,9,6,4,6,0,0,1
Collingwood,"Adams, Taylor",26,13,4,13,1,1,0,4
Collingwood,"Appleby, Flynn",11,6,2,5,0,0,0,1
Collingwood,"Cox, Mason",10,4,5,6,0,0,4,1
Collingwood,"Crisp, Jack",32,16,10,16,0,0,0,1
Collingwood,"Daicos, Josh",16,11,4,5,1,1,0,1
Collingwood,"Dunn, Lynden",23,15,9,8,0,0,0,2
Collingwood,"Greenwood, Levi",22,8,6,14,0,0,0,1
Collingwood,"Grundy, Brodie",26,9,7,17,0,0,38,2
Collingwood,"Hoskin-Elliott, Will",18,14,9,4,2,1,0,6
Collingwood,"Howe, Jeremy",14,10,6,4,0,0,0,1
Collingwood,"Langdon, Tom",29,13,4,16,1,0,0,1
Collingwood,"Mayne, Chris",20,14,6,6,0,0,0,4
Collingwood,"Pendlebury, Scott",32,14,1,18,1,0,0,5
Collingwood,"Phillips, Tom",36,22,6,14,1,1,0,1
Collingwood,"Reid, Ben",11,8,8,3,0,0,0,0
Collingwood,"Scharenberg, Matt",26,11,5,15,0,0,0,4
Collingwood,"Sidebottom, Steele",24,15,5,9,1,1,0,4
Collingwood,"Stephenson, Jaidyn",11,6,4,5,1,1,0,3
Collingwood,"Thomas, Josh",14,8,2,6,2,0,0,4
Collingwood,"Treloar, Adam",40,13,2,27,2,2,0,5
Collingwood,"Varcoe, Travis",13,3,2,10,0,0,0,3
Collingwood,"de Goey, Jordan",15,9,2,6,0,1,0,4
Collingwood,"Adams, Taylor",28,13,5,15,0,0,0,5
Collingwood,"Appleby, Flynn",12,6,5,6,0,1,0,0
Collingwood,"Cox, Mason",8,4,4,4,1,0,14,1
Collingwood,"Crisp, Jack",30,15,8,15,0,0,0,5
Collingwood,"Daicos, Josh",15,7,5,8,1,0,0,5
Collingwood,"Dunn, Lynden",9,9,6,0,0,0,0,0
Collingwood,"Greenwood, Levi",13,8,4,5,0,0,0,5
Collingwood,"Grundy, Brodie",18,8,3,10,0,0,48,8
Collingwood,"Hoskin-Elliott, Will",11,11,8,0,6,0,0,1
Collingwood,"Langdon, Tom",22,11,7,11,0,0,0,0
Collingwood,"Maynard, Brayden",27,20,9,7,1,1,0,8
Collingwood,"Mayne, Chris",14,5,4,9,0,0,0,1
Collingwood,"Mihocek, Brody",12,8,5,4,4,0,0,2
Collingwood,"Pendlebury, Scott",30,14,5,16,1,0,0,3
Collingwood,"Phillips, Tom",36,23,10,13,3,0,0,0
Collingwood,"Scharenberg, Matt",23,11,8,12,0,0,0,2
Collingwood,"Sidebottom, Steele",37,16,9,21,0,1,0,4
Collingwood,"Stephenson, Jaidyn",5,3,2,2,1,0,0,4
Collingwood,"Thomas, Josh",20,12,5,8,2,2,0,5
Collingwood,"Treloar, Adam",34,17,4,17,0,1,0,4
Collingwood,"Wells, Daniel",13,7,2,6,0,1,0,2
Collingwood,"de Goey, Jordan",15,8,1,7,1,1,0,2
Collingwood,"Adams, Taylor",27,14,1,13,1,1,0,5
Collingwood,"Cox, Mason",16,12,8,4,5,1,9,1
Collingwood,"Crisp, Jack",23,12,5,11,0,0,0,6
Collingwood,"Daicos, Josh",16,10,3,6,0,0,0,3
Collingwood,"Dunn, Lynden",11,6,2,5,0,0,0,4
Collingwood,"Greenwood, Levi",6,3,1,3,0,0,0,3
Collingwood,"Grundy, Brodie",13,4,1,9,0,0,38,7
Collingwood,"Hoskin-Elliott, Will",11,10,8,1,4,0,0,1
Collingwood,"Howe, Jeremy",17,13,8,4,0,1,0,4
Collingwood,"Langdon, Tom",20,10,9,10,0,0,0,3
Collingwood,"Maynard, Brayden",16,10,1,6,0,0,0,0
Collingwood,"Mayne, Chris",19,10,6,9,0,1,0,6
Collingwood,"Mihocek, Brody",9,8,5,1,1,1,0,0
Collingwood,"Pendlebury, Scott",23,13,2,10,1,0,0,5
Collingwood,"Phillips, Tom",19,11,2,8,0,0,0,2
Collingwood,"Scharenberg, Matt",13,6,6,7,0,0,0,1
Collingwood,"Sidebottom, Steele",32,13,8,19,0,3,0,5
Collingwood,"Stephenson, Jaidyn",12,10,5,2,4,3,0,6
Collingwood,"Thomas, Josh",15,9,5,6,3,1,0,0
Collingwood,"Treloar, Adam",32,14,7,18,1,0,0,2
Collingwood,"Wells, Daniel",8,5,4,3,0,0,0,0
Collingwood,"de Goey, Jordan",30,19,3,11,0,0,0,7
Collingwood,"Adams, Taylor",24,12,5,12,0,0,0,3
Collingwood,"Appleby, Flynn",12,6,3,6,0,0,0,3
Collingwood,"Cox, Mason",9,5,4,4,1,0,6,0
Collingwood,"Crisp, Jack",22,16,8,6,0,0,0,4
Collingwood,"Daicos, Josh",16,8,3,8,0,0,0,0
Collingwood,"Dunn, Lynden",16,11,7,5,0,0,0,0
Collingwood,"Greenwood, Levi",8,6,2,2,0,2,0,1
Collingwood,"Grundy, Brodie",20,7,6,13,0,1,34,1
Collingwood,"Hoskin-Elliott, Will",13,11,6,2,3,1,0,2
Collingwood,"Howe, Jeremy",21,13,9,8,0,0,0,0
Collingwood,"Langdon, Tom",21,12,5,9,0,1,0,4
Collingwood,"Maynard, Brayden",21,12,5,9,0,0,0,3
Collingwood,"Mayne, Chris",14,5,2,9,0,0,0,2
Collingwood,"Mihocek, Brody",8,5,6,3,1,1,0,4
Collingwood,"Pendlebury, Scott",29,12,3,17,1,0,0,5
Collingwood,"Phillips, Tom",28,18,8,10,0,0,0,2
Collingwood,"Scharenberg, Matt",21,13,6,8,0,0,0,3
Collingwood,"Sidebottom, Steele",31,14,6,17,0,1,0,4
Collingwood,"Stephenson, Jaidyn",8,5,5,3,3,1,0,2
Collingwood,"Thomas, Josh",8,6,3,2,0,0,0,0
Collingwood,"Treloar, Adam",19,9,0,10,1,0,0,4
Collingwood,"de Goey, Jordan",18,13,6,5,1,1,0,4
Collingwood,"Adams, Taylor",30,18,4,12,0,1,0,2
Collingwood,"Appleby, Flynn",10,7,3,3,0,0,0,2
Collingwood,"Cox, Mason",8,5,3,3,1,0,6,1
Collingwood,"Crisp, Jack",22,12,2,10,0,0,0,4
Collingwood,"Crocker, Ben",18,12,9,6,1,1,0,2
Collingwood,"Daicos, Josh",18,8,2,10,0,0,0,5
Collingwood,"Dunn, Lynden",13,7,3,6,0,0,0,1
Collingwood,"Grundy, Brodie",23,8,3,15,0,2,49,9
Collingwood,"Hoskin-Elliott, Will",11,4,3,7,0,1,1,2
Collingwood,"Howe, Jeremy",20,13,4,7,0,0,0,2
Collingwood,"Langdon, Tom",21,10,4,11,0,0,0,1
Collingwood,"Maynard, Brayden",16,9,1,7,1,0,0,4
Collingwood,"Mayne, Chris",23,10,8,13,0,1,0,4
Collingwood,"Mihocek, Brody",15,7,4,8,1,1,0,3
Collingwood,"Pendlebury, Scott",25,10,0,15,1,0,0,7
Collingwood,"Phillips, Tom",26,16,7,10,0,1,0,2
Collingwood,"Scharenberg, Matt",20,12,9,8,0,0,0,2
Collingwood,"Sidebottom, Steele",24,11,2,13,0,1,0,5
Collingwood,"Sier, Brayden",19,10,3,9,0,0,0,6
Collingwood,"Stephenson, Jaidyn",13,9,2,4,3,2,0,2
Collingwood,"Thomas, Josh",22,9,3,13,4,2,0,3
Collingwood,"de Goey, Jordan",14,12,5,2,2,0,0,0
Collingwood,"Adams, Taylor",27,15,3,12,1,1,0,3
Collingwood,"Appleby, Flynn",12,9,4,3,0,0,0,0
Collingwood,"Cox, Mason",12,4,7,8,1,0,7,1
Collingwood,"Crisp, Jack",22,11,3,11,0,0,0,2
Collingwood,"Crocker, Ben",6,6,5,0,0,0,0,1
Collingwood,"Daicos, Josh",13,9,5,4,1,0,0,5
Collingwood,"Greenwood, Levi",11,8,2,3,0,0,0,3
Collingwood,"Grundy, Brodie",24,6,2,18,1,0,34,6
Collingwood,"Hoskin-Elliott, Will",2,2,2,0,1,0,0,0
Collingwood,"Howe, Jeremy",22,12,9,10,0,0,0,2
Collingwood,"Langdon, Tom",22,12,4,10,0,0,0,3
Collingwood,"Maynard, Brayden",22,12,3,10,0,0,0,4
Collingwood,"Mayne, Chris",17,6,3,11,0,0,0,1
Collingwood,"Mihocek, Brody",7,4,3,3,1,0,0,0
Collingwood,"Pendlebury, Scott",34,14,1,20,0,0,0,9
Collingwood,"Phillips, Tom",21,11,5,10,0,0,0,3
Collingwood,"Scharenberg, Matt",18,8,6,10,0,0,0,1
Collingwood,"Sidebottom, Steele",28,14,6,14,2,0,0,3
Collingwood,"Sier, Brayden",14,6,1,8,0,0,0,3
Collingwood,"Stephenson, Jaidyn",15,10,8,5,1,2,0,1
Collingwood,"Thomas, Josh",11,7,1,4,0,1,0,2
Collingwood,"de Goey, Jordan",20,17,5,3,3,2,0,3
Collingwood,"Adams, Taylor",28,12,2,16,0,1,0,3
Collingwood,"Crisp, Jack",21,15,6,6,0,0,0,2
Collingwood,"Crocker, Ben",8,5,4,3,0,1,0,1
Collingwood,"Daicos, Josh",11,4,3,7,0,1,0,3
Collingwood,"Greenwood, Levi",18,16,6,2,0,1,0,5
Collingwood,"Grundy, Brodie",14,3,0,11,0,0,30,4
Collingwood,"Hoskin-Elliott, Will",7,4,3,3,0,0,0,0
Collingwood,"Howe, Jeremy",24,17,11,7,0,0,0,0
Collingwood,"Langdon, Tom",15,9,6,6,0,0,0,2
Collingwood,"Maynard, Brayden",21,13,4,8,0,1,0,2
Collingwood,"Mayne, Chris",16,4,3,12,0,0,0,2
Collingwood,"Mihocek, Brody",15,13,8,2,2,3,3,2
Collingwood,"Moore, Darcy",14,8,6,6,0,0,0,2
Collingwood,"Pendlebury, Scott",25,7,3,18,0,0,0,3
Collingwood,"Phillips, Tom",27,19,7,8,0,0,0,1
Collingwood,"Scharenberg, Matt",17,9,3,8,0,0,0,0
Collingwood,"Sidebottom, Steele",18,7,0,11,0,0,0,2
Collingwood,"Sier, Brayden",13,5,2,8,0,0,0,4
Collingwood,"Stephenson, Jaidyn",11,6,6,5,0,1,0,0
Collingwood,"Thomas, Josh",12,9,5,3,3,0,0,3
Collingwood,"Varcoe, Travis",17,8,2,9,0,0,0,1
Collingwood,"de Goey, Jordan",12,11,4,1,4,1,0,0
Collingwood,"Adams, Taylor",28,20,5,8,1,0,0,10
Collingwood,"Cox, Mason",10,8,6,2,1,0,5,1
Collingwood,"Crisp, Jack",11,6,4,5,0,0,0,1
Collingwood,"Daicos, Josh",23,14,5,9,0,0,0,7
Collingwood,"Greenwood, Levi",10,6,0,4,1,0,0,0
Collingwood,"Grundy, Brodie",17,9,6,8,1,1,27,5
Collingwood,"Hoskin-Elliott, Will",14,10,7,4,3,1,0,1
Collingwood,"Howe, Jeremy",15,8,6,7,0,0,0,2
Collingwood,"Langdon, Tom",16,4,4,12,0,0,0,3
Collingwood,"Maynard, Brayden",21,13,4,8,0,0,0,7
Collingwood,"Mayne, Chris",15,9,5,6,0,0,0,2
Collingwood,"Mihocek, Brody",12,8,7,4,4,1,0,2
Collingwood,"Murray, Sam",24,16,7,8,0,0,0,0
Collingwood,"Pendlebury, Scott",30,14,4,16,0,1,0,6
Collingwood,"Phillips, Tom",22,11,5,11,1,0,0,3
Collingwood,"Scharenberg, Matt",16,10,6,6,0,0,0,2
Collingwood,"Sidebottom, Steele",24,12,6,12,0,1,0,5
Collingwood,"Sier, Brayden",13,4,1,9,0,0,0,9
Collingwood,"Stephenson, Jaidyn",11,8,3,3,3,0,0,2
Collingwood,"Thomas, Josh",24,10,5,14,1,0,0,4
Collingwood,"Varcoe, Travis",11,6,2,5,0,1,0,5
Collingwood,"de Goey, Jordan",19,13,6,6,4,1,0,6
Collingwood,"Adams, Taylor",30,12,1,18,0,0,0,7
Collingwood,"Brown, Callum",19,9,0,10,1,0,0,3
Collingwood,"Cox, Mason",11,6,6,5,2,1,2,2
Collingwood,"Crisp, Jack",22,10,1,12,0,0,0,2
Collingwood,"Daicos, Josh",15,7,4,8,1,0,0,4
Collingwood,"Greenwood, Levi",16,10,3,6,0,0,0,1
Collingwood,"Grundy, Brodie",23,4,3,19,0,0,48,10
Collingwood,"Hoskin-Elliott, Will",10,5,5,5,3,0,0,3
Collingwood,"Howe, Jeremy",4,3,2,1,0,0,0,0
Collingwood,"Langdon, Tom",22,14,5,8,0,0,0,7
Collingwood,"Maynard, Brayden",18,8,2,10,0,0,0,7
Collingwood,"Mayne, Chris",15,9,5,6,0,1,0,2
