away_goals,year,home_behinds,home_goals,away_behinds,away_team,home_team,venue,home_score,away_score,roundname,winner
18,2012,14,7,6,Brisbane Lions,Western Bulldogs,Docklands,56,114,Round 13,Brisbane Lions
12,2012,13,12,10,West Coast,Collingwood,M.C.G.,85,82,Round 13,Collingwood
17,2012,5,14,11,Essendon,Fremantle,Subiaco,89,113,Round 13,Essendon
9,2012,15,20,3,Greater Western Sydney,Melbourne,M.C.G.,135,57,Round 13,Melbourne
13,2012,19,17,11,Adelaide,North Melbourne,Docklands,121,89,Round 13,North Melbourne
18,2012,10,10,12,Hawthorn,Carlton,M.C.G.,70,120,Round 14,Hawthorn
12,2012,17,15,6,Fremantle,Collingwood,M.C.G.,107,78,Round 14,Collingwood
13,2012,4,17,9,Richmond,Adelaide,Football Park,106,87,Round 14,Adelaide
5,2012,16,25,10,Gold Coast,West Coast,Subiaco,166,40,Round 14,West Coast
8,2012,14,21,8,Western Bulldogs,Essendon,Docklands,140,56,Round 14,Essendon
5,2012,18,19,8,Greater Western Sydney,Sydney,Stadium Australia,132,38,Round 14,Sydney
8,2012,15,14,13,Port Adelaide,Geelong,GMHBA Stadium,99,61,Round 14,Geelong
8,2012,14,18,13,Melbourne,Brisbane Lions,Gabba,122,61,Round 14,Brisbane Lions
21,2012,13,15,10,North Melbourne,St Kilda,Docklands,103,136,Round 14,North Melbourne
12,2012,14,8,13,Carlton,Collingwood,M.C.G.,62,85,Round 15,Carlton
12,2012,6,13,14,West Coast,North Melbourne,Bellerive Oval,84,86,Round 15,West Coast
13,2012,12,11,23,Richmond,Melbourne,M.C.G.,78,101,Round 15,Richmond
9,2012,14,16,9,Brisbane Lions,Sydney,S.C.G.,110,63,Round 15,Sydney
8,2012,7,21,14,Essendon,St Kilda,Docklands,133,62,Round 15,St Kilda
17,2012,10,8,14,Adelaide,Port Adelaide,Football Park,58,116,Round 15,Adelaide
4,2012,25,28,7,Greater Western Sydney,Hawthorn,M.C.G.,193,31,Round 15,Hawthorn
15,2012,18,13,20,Geelong,Gold Coast,Carrara,96,110,Round 15,Geelong
8,2012,11,14,9,Western Bulldogs,Fremantle,Subiaco,95,57,Round 15,Fremantle
14,2012,5,24,12,Carlton,North Melbourne,Docklands,149,96,Round 16,North Melbourne
18,2012,11,12,9,Fremantle,Melbourne,Docklands,83,117,Round 16,Fremantle
19,2012,11,11,13,Essendon,Port Adelaide,Football Park,77,127,Round 16,Essendon
13,2012,10,13,12,Gold Coast,Richmond,Cazaly's Stadium,88,90,Round 16,Gold Coast
17,2012,19,10,8,Collingwood,Geelong,M.C.G.,79,110,Round 16,Collingwood
16,2012,8,14,9,St Kilda,Brisbane Lions,Gabba,92,105,Round 16,St Kilda
27,2012,11,8,16,Adelaide,Greater Western Sydney,Sydney Showground,59,178,Round 16,Adelaide
17,2012,8,6,14,Hawthorn,Western Bulldogs,Docklands,44,116,Round 16,Hawthorn
18,2012,9,10,13,Sydney,West Coast,Subiaco,69,121,Round 16,Sydney
10,2012,14,20,7,Essendon,Geelong,Docklands,134,67,Round 17,Geelong
21,2012,13,13,12,Hawthorn,Collingwood,M.C.G.,91,138,Round 17,Hawthorn
11,2012,10,19,9,West Coast,Adelaide,Football Park,124,75,Round 17,Adelaide
8,2012,18,5,11,Brisbane Lions,Gold Coast,Carrara,48,59,Round 17,Brisbane Lions
16,2012,12,12,6,Carlton,Western Bulldogs,Docklands,84,102,Round 17,Carlton
12,2012,8,8,12,Port Adelaide,Melbourne,Marrara Oval,56,84,Round 17,Port Adelaide
10,2012,15,15,16,St Kilda,Sydney,S.C.G.,105,76,Round 17,Sydney
15,2012,15,14,13,North Melbourne,Richmond,M.C.G.,99,103,Round 17,North Melbourne
5,2012,24,18,7,Greater Western Sydney,Fremantle,Subiaco,132,37,Round 17,Fremantle
27,2012,14,12,18,Hawthorn,Essendon,Docklands,86,180,Round 18,Hawthorn
11,2012,12,15,9,Adelaide,Geelong,GMHBA Stadium,102,75,Round 18,Geelong
11,2012,13,19,7,Melbourne,North Melbourne,Docklands,127,73,Round 18,North Melbourne
26,2012,12,7,18,Collingwood,Greater Western Sydney,Sydney Showground,54,174,Round 18,Collingwood
13,2012,11,14,13,Richmond,Carlton,M.C.G.,95,91,Round 18,Carlton
19,2012,6,8,12,Sydney,Gold Coast,Carrara,54,126,Round 18,Sydney
11,2012,12,6,9,Fremantle,Port Adelaide,Football Park,48,75,Round 18,Fremantle
6,2012,22,16,6,Western Bulldogs,St Kilda,Docklands,118,42,Round 18,St Kilda
12,2012,7,28,5,Brisbane Lions,West Coast,Subiaco,175,77,Round 18,West Coast
18,2012,14,17,10,Geelong,Hawthorn,M.C.G.,116,118,Round 19,Geelong
18,2012,13,8,7,North Melbourne,Western Bulldogs,Docklands,61,115,Round 19,North Melbourne
10,2012,11,16,13,Port Adelaide,Greater Western Sydney,Sydney Showground,107,73,Round 19,Greater Western Sydney
6,2012,11,17,12,West Coast,Fremantle,Subiaco,113,48,Round 19,Fremantle
13,2012,19,12,7,St Kilda,Collingwood,M.C.G.,91,85,Round 19,Collingwood
20,2012,12,12,12,Richmond,Brisbane Lions,Gabba,84,132,Round 19,Richmond
9,2012,12,16,12,Gold Coast,Melbourne,M.C.G.,108,66,Round 19,Melbourne
14,2012,11,10,9,Sydney,Carlton,Docklands,71,93,Round 19,Sydney
15,2012,8,16,10,Essendon,Adelaide,Football Park,104,100,Round 19,Adelaide
15,2012,6,16,7,Geelong,West Coast,Subiaco,102,97,Round 20,West Coast
12,2012,11,16,10,Melbourne,St Kilda,M.C.G.,107,82,Round 20,St Kilda
14,2012,17,17,7,Fremantle,Adelaide,Football Park,119,91,Round 20,Adelaide
12,2012,13,16,7,Greater Western Sydney,Gold Coast,Carrara,109,79,Round 20,Gold Coast
12,2012,16,9,6,Collingwood,Sydney,Stadium Australia,70,78,Round 20,Collingwood
10,2012,11,17,17,Brisbane Lions,Carlton,Docklands,113,77,Round 20,Carlton
13,2012,15,24,9,Port Adelaide,Hawthorn,University of Tasmania Stadium,159,87,Round 20,Hawthorn
12,2012,18,22,8,Western Bulldogs,Richmond,M.C.G.,150,80,Round 20,Richmond
15,2012,10,11,10,North Melbourne,Essendon,Docklands,76,100,Round 20,North Melbourne
11,2012,15,18,15,St Kilda,Geelong,Docklands,123,81,Round 21,Geelong
24,2012,12,8,12,Carlton,Essendon,M.C.G.,60,156,Round 21,Carlton
11,2012,5,9,18,Melbourne,Greater Western Sydney,UNSW Canberra Oval,59,84,Round 21,Melbourne
11,2012,16,13,6,Richmond,Fremantle,Subiaco,94,72,Round 21,Fremantle
13,2012,13,8,13,North Melbourne,Collingwood,Docklands,61,91,Round 21,North Melbourne
12,2012,17,13,13,Adelaide,Brisbane Lions,Gabba,95,85,Round 21,Brisbane Lions
14,2012,14,6,14,West Coast,Port Adelaide,Football Park,50,98,Round 21,West Coast
26,2012,7,13,11,Sydney,Western Bulldogs,Docklands,85,167,Round 21,Sydney
10,2012,15,19,5,Gold Coast,Hawthorn,M.C.G.,129,65,Round 21,Hawthorn
8,2012,24,13,9,Essendon,Richmond,M.C.G.,102,57,Round 22,Richmond
5,2012,13,25,5,Greater Western Sydney,St Kilda,Docklands,163,35,Round 22,St Kilda
16,2012,9,14,8,Brisbane Lions,Port Adelaide,Football Park,93,104,Round 22,Brisbane Lions
15,2012,11,14,12,Hawthorn,Sydney,S.C.G.,95,102,Round 22,Hawthorn
8,2012,17,15,10,Collingwood,West Coast,Subiaco,107,58,Round 22,West Coast
11,2012,8,15,20,Carlton,Gold Coast,Carrara,98,86,Round 22,Gold Coast
11,2012,11,16,7,Western Bulldogs,Geelong,GMHBA Stadium,107,73,Round 22,Geelong
20,2012,7,12,12,Fremantle,North Melbourne,Docklands,79,132,Round 22,Fremantle
22,2012,15,11,18,Adelaide,Melbourne,M.C.G.,81,150,Round 22,Adelaide
10,2012,11,14,10,West Coast,Hawthorn,M.C.G.,95,70,Round 23,Hawthorn
11,2012,10,17,12,Sydney,Geelong,GMHBA Stadium,112,78,Round 23,Geelong
9,2012,21,22,8,Gold Coast,Adelaide,Football Park,153,62,Round 23,Adelaide
16,2012,11,11,9,North Melbourne,Greater Western Sydney,Sydney Showground,77,105,Round 23,North Melbourne
14,2012,12,10,20,Collingwood,Essendon,M.C.G.,72,104,Round 23,Collingwood
5,2012,17,14,10,Melbourne,Fremantle,Subiaco,101,40,Round 23,Fremantle
16,2012,19,12,10,St Kilda,Carlton,Docklands,91,106,Round 23,St Kilda
16,2012,10,16,10,Port Adelaide,Richmond,M.C.G.,106,106,Round 23,
9,2012,14,19,7,Western Bulldogs,Brisbane Lions,Gabba,128,61,Round 23,Brisbane Lions
15,2012,15,20,7,Collingwood,Hawthorn,M.C.G.,135,97,Qualifying Final,Hawthorn
11,2012,12,5,5,Sydney,Adelaide,Football Park,42,71,Qualifying Final,Sydney
14,2012,14,11,12,Fremantle,Geelong,M.C.G.,80,96,Elimination Final,Fremantle
9,2012,18,24,12,North Melbourne,West Coast,Subiaco,162,66,Elimination Final,West Coast
11,2012,9,12,5,Fremantle,Adelaide,Football Park,81,71,Semi-Final,Adelaide
9,2012,13,10,6,West Coast,Collingwood,M.C.G.,73,60,Semi-Final,Collingwood
10,2012,18,13,10,Collingwood,Sydney,Stadium Australia,96,70,Preliminary Final,Sydney
14,2012,19,13,8,Adelaide,Hawthorn,M.C.G.,97,92,Preliminary Final,Hawthorn
14,2012,15,11,7,Sydney,Hawthorn,M.C.G.,81,91,Grand Final,Sydney
18,2013,16,11,9,Essendon,Adelaide,Football Park,82,117,Round 1,Essendon
11,2013,12,16,14,West Coast,Fremantle,Subiaco,108,80,Round 1,Fremantle
14,2013,17,14,22,Richmond,Carlton,M.C.G.,101,106,Round 1,Richmond
7,2013,13,19,17,Brisbane Lions,Western Bulldogs,Docklands,127,59,Round 1,Western Bulldogs
16,2013,10,11,10,Sydney,Greater Western Sydney,Stadium Australia,76,106,Round 1,Sydney
10,2013,12,13,17,St Kilda,Gold Coast,Carrara,90,77,Round 1,Gold Coast
19,2013,6,8,19,Port Adelaide,Melbourne,M.C.G.,54,133,Round 1,Port Adelaide
15,2013,9,13,13,Collingwood,North Melbourne,Docklands,87,103,Round 1,Collingwood
13,2013,14,12,15,Geelong,Hawthorn,M.C.G.,86,93,Round 1,Geelong
14,2013,10,12,15,Richmond,St Kilda,M.C.G.,82,99,Round 2,Richmond
11,2013,12,17,7,Gold Coast,Sydney,S.C.G.,114,73,Round 2,Sydney
16,2013,12,11,10,Fremantle,Western Bulldogs,Docklands,78,106,Round 2,Fremantle
14,2013,17,10,12,Adelaide,Brisbane Lions,Gabba,77,96,Round 2,Adelaide
11,2013,20,19,12,Greater Western Sydney,Port Adelaide,Football Park,134,78,Round 2,Port Adelaide
5,2013,16,28,6,Melbourne,Essendon,M.C.G.,184,36,Round 2,Essendon
17,2013,16,16,6,North Melbourne,Geelong,Docklands,112,108,Round 2,Geelong
15,2013,15,17,10,Carlton,Collingwood,M.C.G.,117,100,Round 2,Collingwood
23,2013,8,15,10,Hawthorn,West Coast,Subiaco,98,148,Round 2,Hawthorn
10,2013,14,9,12,Essendon,Fremantle,Subiaco,68,72,Round 3,Essendon
20,2013,14,13,11,Sydney,North Melbourne,Bellerive Oval,92,131,Round 3,Sydney
27,2013,5,13,15,West Coast,Melbourne,M.C.G.,83,177,Round 3,West Coast
21,2013,8,10,14,St Kilda,Greater Western Sydney,UNSW Canberra Oval,68,140,Round 3,St Kilda
15,2013,11,18,13,Carlton,Geelong,Docklands,119,103,Round 3,Geelong
13,2013,14,13,16,Brisbane Lions,Gold Coast,Carrara,92,94,Round 3,Brisbane Lions
10,2013,15,20,8,Western Bulldogs,Richmond,Docklands,135,68,Round 3,Richmond
22,2013,12,13,13,Hawthorn,Collingwood,M.C.G.,90,145,Round 3,Hawthorn
16,2013,16,17,13,Adelaide,Port Adelaide,Football Park,118,109,Round 3,Port Adelaide
19,2013,7,16,10,Geelong,Sydney,S.C.G.,103,124,Round 4,Geelong
11,2013,10,18,10,Fremantle,Hawthorn,University of Tasmania Stadium,118,76,Round 4,Hawthorn
16,2013,13,11,17,Collingwood,Richmond,M.C.G.,79,113,Round 4,Collingwood
19,2013,13,13,14,Essendon,St Kilda,Docklands,91,128,Round 4,Essendon
12,2013,23,7,17,Carlton,West Coast,Subiaco,65,89,Round 4,Carlton
16,2013,12,9,8,Port Adelaide,Gold Coast,Carrara,66,104,Round 4,Port Adelaide
15,2013,12,22,13,Greater Western Sydney,Melbourne,M.C.G.,144,103,Round 4,Melbourne
4,2013,8,12,4,Western Bulldogs,Adelaide,Football Park,80,28,Round 4,Adelaide
9,2013,17,18,8,Brisbane Lions,North Melbourne,Docklands,125,62,Round 4,North Melbourne
10,2013,13,18,15,Collingwood,Essendon,M.C.G.,121,75,Round 5,Essendon
11,2013,9,9,13,Sydney,St Kilda,Wellington,63,79,Round 5,Sydney
12,2013,9,12,8,Richmond,Fremantle,Subiaco,81,80,Round 5,Fremantle
21,2013,8,16,22,Gold Coast,Greater Western Sydney,UNSW Canberra Oval,104,148,Round 5,Gold Coast
12,2013,13,17,11,Adelaide,Carlton,M.C.G.,115,83,Round 5,Carlton
15,2013,8,13,17,Geelong,Western Bulldogs,Docklands,86,107,Round 5,Geelong
10,2013,12,12,19,West Coast,Port Adelaide,Football Park,84,79,Round 5,Port Adelaide
14,2013,20,17,10,Melbourne,Brisbane Lions,Gabba,122,94,Round 5,Brisbane Lions
13,2013,15,14,18,North Melbourne,Hawthorn,M.C.G.,99,96,Round 5,Hawthorn
11,2013,13,15,11,St Kilda,Collingwood,Docklands,103,77,Round 6,Collingwood
12,2013,18,17,9,Greater Western Sydney,Essendon,Docklands,120,81,Round 6,Essendon
12,2013,9,14,11,Port Adelaide,North Melbourne,Bellerive Oval,93,83,Round 6,North Melbourne
13,2013,12,11,11,Hawthorn,Adelaide,Football Park,78,89,Round 6,Hawthorn
15,2013,12,7,9,Fremantle,Gold Coast,Carrara,54,99,Round 6,Fremantle
20,2013,9,13,11,Geelong,Richmond,M.C.G.,87,131,Round 6,Geelong
8,2013,13,17,7,Brisbane Lions,Sydney,S.C.G.,115,55,Round 6,Sydney
8,2013,13,18,12,Melbourne,Carlton,M.C.G.,121,60,Round 6,Carlton
10,2013,11,21,7,Western Bulldogs,West Coast,Subiaco,137,67,Round 6,West Coast
11,2013,11,17,19,Essendon,Geelong,Docklands,113,85,Round 7,Geelong
18,2013,13,10,6,Richmond,Port Adelaide,Football Park,73,114,Round 7,Richmond
17,2013,10,12,6,West Coast,Brisbane Lions,Gabba,82,108,Round 7,West Coast
22,2013,7,15,19,North Melbourne,Western Bulldogs,Docklands,97,151,Round 7,North Melbourne
10,2013,10,15,13,Collingwood,Fremantle,Subiaco,100,73,Round 7,Fremantle
12,2013,11,18,10,Sydney,Hawthorn,M.C.G.,119,82,Round 7,Hawthorn
29,2013,10,7,13,Adelaide,Greater Western Sydney,Sydney Showground,52,187,Round 7,Adelaide
16,2013,12,7,18,Gold Coast,Melbourne,M.C.G.,54,114,Round 7,Gold Coast
9,2013,11,11,14,Carlton,St Kilda,Docklands,77,68,Round 7,St Kilda
13,2013,18,12,10,North Melbourne,West Coast,Subiaco,90,88,Round 8,West Coast
14,2013,14,12,12,Brisbane Lions,Essendon,Docklands,86,96,Round 8,Brisbane Lions
9,2013,14,21,3,Greater Western Sydney,Hawthorn,University of Tasmania Stadium,140,57,Round 8,Hawthorn
8,2013,15,13,13,Western Bulldogs,Gold Coast,Carrara,93,61,Round 8,Gold Coast
9,2013,4,11,16,Fremantle,Sydney,S.C.G.,70,70,Round 8,
14,2013,12,15,12,Geelong,Collingwood,M.C.G.,102,96,Round 8,Collingwood
14,2013,13,16,7,Port Adelaide,Carlton,Docklands,109,91,Round 8,Carlton
11,2013,16,15,6,Melbourne,Richmond,M.C.G.,106,72,Round 8,Richmond
6,2013,15,12,11,St Kilda,Adelaide,Football Park,87,47,Round 8,Adelaide
15,2013,7,8,12,Sydney,Collingwood,M.C.G.,55,102,Round 9,Sydney
18,2013,14,9,8,Geelong,Port Adelaide,Football Park,68,116,Round 9,Geelong
23,2013,7,8,17,West Coast,Greater Western Sydney,Sydney Showground,55,155,Round 9,West Coast
17,2013,11,15,8,Western Bulldogs,St Kilda,Docklands,101,110,Round 9,Western Bulldogs
13,2013,13,12,20,Carlton,Brisbane Lions,Gabba,85,98,Round 9,Carlton
13,2013,8,9,13,Essendon,Richmond,M.C.G.,62,91,Round 9,Essendon
14,2013,10,18,8,Gold Coast,Hawthorn,M.C.G.,118,92,Round 9,Hawthorn
18,2013,10,19,17,Adelaide,North Melbourne,Docklands,124,125,Round 9,Adelaide
6,2013,16,19,4,Melbourne,Fremantle,Subiaco,130,40,Round 9,Fremantle
14,2013,9,7,16,Collingwood,Brisbane Lions,Gabba,51,100,Round 10,Collingwood
8,2013,16,22,6,Greater Western Sydney,Carlton,Docklands,148,54,Round 10,Carlton
10,2013,11,8,6,Fremantle,Adelaide,Football Park,59,66,Round 10,Fremantle
10,2013,13,17,11,Essendon,Sydney,S.C.G.,115,71,Round 10,Sydney
10,2013,15,18,11,Gold Coast,Geelong,GMHBA Stadium,123,71,Round 10,Geelong
8,2013,7,10,10,Port Adelaide,Western Bulldogs,Marrara Oval,67,58,Round 10,Western Bulldogs
21,2013,12,6,17,Hawthorn,Melbourne,M.C.G.,48,143,Round 10,Hawthorn
10,2013,19,19,5,St Kilda,North Melbourne,Docklands,133,65,Round 10,North Melbourne
16,2013,14,8,7,Richmond,West Coast,Subiaco,62,103,Round 10,Richmond
10,2013,11,11,12,Carlton,Essendon,M.C.G.,77,72,Round 11,Essendon
24,2013,8,15,13,Geelong,Greater Western Sydney,Sydney Showground,98,157,Round 11,Geelong
19,2013,14,6,13,Sydney,Adelaide,Football Park,50,127,Round 11,Sydney
8,2013,12,9,3,North Melbourne,Gold Coast,Carrara,66,51,Round 11,Gold Coast
12,2013,14,11,12,West Coast,St Kilda,Docklands,80,84,Round 11,West Coast
17,2013,9,5,20,Collingwood,Melbourne,M.C.G.,39,122,Round 11,Collingwood
15,2013,9,13,12,Hawthorn,Carlton,Docklands,87,102,Round 12,Hawthorn
10,2013,14,16,12,Adelaide,Richmond,M.C.G.,110,72,Round 12,Richmond
6,2013,14,12,10,Brisbane Lions,Fremantle,Subiaco,86,46,Round 12,Fremantle
11,2013,13,17,6,Gold Coast,Essendon,Docklands,115,72,Round 12,Essendon
19,2013,14,6,11,Port Adelaide,Greater Western Sydney,Sydney Showground,50,125,Round 12,Port Adelaide
9,2013,9,15,11,Western Bulldogs,Collingwood,Docklands,99,65,Round 12,Collingwood
16,2013,9,19,7,West Coast,Hawthorn,Docklands,123,103,Round 13,Hawthorn
8,2013,12,10,6,Sydney,Port Adelaide,Football Park,72,54,Round 13,Port Adelaide
10,2013,8,16,9,Melbourne,St Kilda,M.C.G.,104,69,Round 13,St Kilda
17,2013,13,8,19,Richmond,Western Bulldogs,Docklands,61,121,Round 13,Richmond
4,2013,7,10,5,North Melbourne,Fremantle,Subiaco,67,29,Round 13,Fremantle
14,2013,13,15,14,Geelong,Brisbane Lions,Gabba,103,98,Round 13,Brisbane Lions
15,2013,13,13,8,Essendon,West Coast,Subiaco,91,98,Round 14,Essendon
5,2013,17,8,13,Carlton,Sydney,S.C.G.,65,43,Round 14,Sydney
16,2013,17,11,15,Adelaide,Gold Coast,Carrara,83,111,Round 14,Adelaide
7,2013,8,13,9,Collingwood,Port Adelaide,Football Park,86,51,Round 14,Port Adelaide
15,2013,13,15,10,Western Bulldogs,Melbourne,M.C.G.,103,100,Round 14,Melbourne
7,2013,19,11,2,Fremantle,Geelong,GMHBA Stadium,85,44,Round 14,Geelong
12,2013,17,21,13,Brisbane Lions,Hawthorn,University of Tasmania Stadium,143,85,Round 14,Hawthorn
6,2013,16,19,8,Greater Western Sydney,North Melbourne,Docklands,130,44,Round 14,North Melbourne
8,2013,17,17,7,St Kilda,Richmond,M.C.G.,119,55,Round 14,Richmond
17,2013,5,12,16,Collingwood,Carlton,M.C.G.,77,118,Round 15,Collingwood
13,2013,11,12,9,Western Bulldogs,Greater Western Sydney,UNSW Canberra Oval,83,87,Round 15,Western Bulldogs
8,2013,14,19,18,Richmond,North Melbourne,Docklands,128,66,Round 15,North Melbourne
12,2013,14,17,11,Gold Coast,Brisbane Lions,Gabba,116,83,Round 15,Brisbane Lions
11,2013,15,9,9,West Coast,Adelaide,Football Park,69,75,Round 15,West Coast
10,2013,16,11,12,Hawthorn,Geelong,M.C.G.,82,72,Round 15,Geelong
16,2013,7,13,20,Sydney,Melbourne,M.C.G.,85,116,Round 15,Sydney
11,2013,10,15,4,St Kilda,Fremantle,Subiaco,100,70,Round 15,Fremantle
12,2013,10,18,16,Port Adelaide,Essendon,Docklands,118,88,Round 15,Essendon
12,2013,9,17,12,Adelaide,Collingwood,M.C.G.,111,84,Round 16,Collingwood
19,2013,7,12,10,Hawthorn,Port Adelaide,Football Park,79,124,Round 16,Hawthorn
4,2013,20,13,6,Melbourne,Geelong,GMHBA Stadium,98,30,Round 16,Geelong
6,2013,17,6,8,Gold Coast,Richmond,Cazaly's Stadium,53,44,Round 16,Richmond
17,2013,9,18,3,North Melbourne,Brisbane Lions,Gabba,117,105,Round 16,Brisbane Lions
10,2013,14,16,14,St Kilda,Carlton,Docklands,110,74,Round 16,Carlton
5,2013,27,24,12,Greater Western Sydney,Sydney,S.C.G.,171,42,Round 16,Sydney
18,2013,6,14,13,Essendon,Western Bulldogs,Docklands,90,121,Round 16,Essendon
19,2013,9,14,7,Fremantle,West Coast,Subiaco,93,121,Round 16,Fremantle
16,2013,12,16,13,Carlton,North Melbourne,Docklands,108,109,Round 17,Carlton
11,2013,17,13,10,Western Bulldogs,Hawthorn,University of Tasmania Stadium,95,76,Round 17,Hawthorn
18,2013,11,11,8,Essendon,Greater Western Sydney,Sydney Showground,77,116,Round 17,Essendon
11,2013,7,13,12,Collingwood,Gold Coast,Carrara,85,78,Round 17,Gold Coast
14,2013,14,13,13,Port Adelaide,St Kilda,Docklands,92,97,Round 17,Port Adelaide
13,2013,9,11,16,Brisbane Lions,Melbourne,Marrara Oval,75,94,Round 17,Brisbane Lions
8,2013,12,12,9,Fremantle,Richmond,M.C.G.,84,57,Round 17,Richmond
14,2013,10,14,8,Geelong,Adelaide,Football Park,94,92,Round 17,Adelaide
17,2013,13,11,11,Sydney,West Coast,Subiaco,79,113,Round 17,Sydney
22,2013,9,13,11,Hawthorn,Essendon,Docklands,87,143,Round 18,Hawthorn
16,2013,11,11,24,Carlton,Gold Coast,Carrara,77,120,Round 18,Carlton
22,2013,4,4,18,North Melbourne,Melbourne,Docklands,28,150,Round 18,North Melbourne
10,2013,16,15,6,Greater Western Sydney,Collingwood,M.C.G.,106,66,Round 18,Collingwood
7,2013,9,11,11,Adelaide,Fremantle,Subiaco,75,53,Round 18,Fremantle
5,2013,11,21,6,St Kilda,Geelong,GMHBA Stadium,137,36,Round 18,Geelong
9,2013,17,9,8,Brisbane Lions,Port Adelaide,Football Park,71,62,Round 18,Port Adelaide
13,2013,15,16,11,West Coast,Western Bulldogs,Docklands,111,89,Round 18,Western Bulldogs
9,2013,14,16,9,Richmond,Sydney,S.C.G.,110,63,Round 18,Sydney
13,2013,6,15,8,Geelong,North Melbourne,Docklands,96,86,Round 19,North Melbourne
12,2013,10,19,15,Melbourne,Greater Western Sydney,Sydney Showground,124,87,Round 19,Greater Western Sydney
16,2013,12,9,11,Richmond,Hawthorn,M.C.G.,66,107,Round 19,Richmond
17,2013,10,20,11,Gold Coast,West Coast,Subiaco,130,113,Round 19,West Coast
11,2013,12,16,11,St Kilda,Brisbane Lions,Gabba,108,77,Round 19,Brisbane Lions
17,2013,8,12,14,Fremantle,Carlton,Docklands,80,116,Round 19,Fremantle
21,2013,9,15,8,Sydney,Western Bulldogs,Docklands,99,134,Round 19,Sydney
17,2013,13,15,5,Port Adelaide,Adelaide,Football Park,103,107,Round 19,Port Adelaide
7,2013,13,20,12,Essendon,Collingwood,M.C.G.,133,54,Round 19,Collingwood
14,2013,14,7,18,Hawthorn,St Kilda,Docklands,56,102,Round 20,Hawthorn
11,2013,13,14,8,Brisbane Lions,Richmond,M.C.G.,97,74,Round 20,Richmond
16,2013,9,20,8,Port Adelaide,Geelong,GMHBA Stadium,129,104,Round 20,Geelong
16,2013,11,13,21,Western Bulldogs,Carlton,Docklands,89,117,Round 20,Western Bulldogs
10,2013,12,13,17,Melbourne,Gold Coast,Carrara,90,77,Round 20,Gold Coast
14,2013,11,10,16,Collingwood,Sydney,Stadium Australia,71,100,Round 20,Collingwood
18,2013,13,9,12,West Coast,Essendon,Docklands,67,120,Round 20,West Coast
10,2013,13,11,10,North Melbourne,Adelaide,Football Park,79,70,Round 20,Adelaide
6,2013,13,24,8,Greater Western Sydney,Fremantle,Subiaco,157,44,Round 20,Fremantle
12,2013,11,18,12,Collingwood,Hawthorn,M.C.G.,119,84,Round 21,Hawthorn
16,2013,12,14,10,Carlton,Richmond,M.C.G.,96,106,Round 21,Carlton
14,2013,17,16,12,Gold Coast,Port Adelaide,Football Park,113,96,Round 21,Port Adelaide
17,2013,16,9,13,North Melbourne,Essendon,Docklands,70,115,Round 21,North Melbourne
16,2013,5,6,11,Geelong,West Coast,Subiaco,41,107,Round 21,Geelong
9,2013,15,18,9,Greater Western Sydney,Brisbane Lions,Gabba,123,63,Round 21,Brisbane Lions
20,2013,8,5,13,Fremantle,Melbourne,M.C.G.,38,133,Round 21,Fremantle
8,2013,10,18,11,St Kilda,Sydney,S.C.G.,118,59,Round 21,Sydney
17,2013,11,20,12,Adelaide,Western Bulldogs,Docklands,131,114,Round 21,Western Bulldogs
5,2013,11,15,9,West Coast,Collingwood,M.C.G.,101,39,Round 22,Collingwood
7,2013,12,18,10,Melbourne,Adelaide,Football Park,120,52,Round 22,Adelaide
17,2013,13,15,15,Hawthorn,North Melbourne,Docklands,103,117,Round 22,Hawthorn
7,2013,14,13,6,Sydney,Geelong,GMHBA Stadium,92,48,Round 22,Geelong
9,2013,8,21,6,Port Adelaide,Fremantle,Subiaco,134,60,Round 22,Fremantle
12,2013,22,9,10,Essendon,Carlton,M.C.G.,76,82,Round 22,Essendon
10,2013,14,17,10,Gold Coast,St Kilda,Docklands,116,70,Round 22,St Kilda
25,2013,6,6,13,Richmond,Greater Western Sydney,Sydney Showground,42,163,Round 22,Richmond
13,2013,10,15,15,Western Bulldogs,Brisbane Lions,Gabba,100,93,Round 22,Brisbane Lions
17,2013,4,16,10,Hawthorn,Sydney,Stadium Australia,100,112,Round 23,Hawthorn
6,2013,16,16,5,Fremantle,St Kilda,Docklands,112,41,Round 23,St Kilda
17,2013,22,15,9,Brisbane Lions,Geelong,GMHBA Stadium,112,111,Round 23,Geelong
15,2013,13,15,14,Carlton,Port Adelaide,Football Park,103,104,Round 23,Carlton
15,2013,11,9,14,Richmond,Essendon,M.C.G.,65,104,Round 23,Richmond
19,2013,13,5,15,Adelaide,West Coast,Subiaco,43,129,Round 23,Adelaide
9,2013,14,22,9,Greater Western Sydney,Gold Coast,Carrara,146,63,Round 23,Gold Coast
19,2013,12,17,11,North Melbourne,Collingwood,M.C.G.,114,125,Round 23,North Melbourne
13,2013,11,16,9,Melbourne,Western Bulldogs,Docklands,107,87,Round 23,Western Bulldogs
7,2013,15,15,9,Sydney,Hawthorn,M.C.G.,105,51,Qualifying Final,Hawthorn
12,2013,18,9,15,Fremantle,Geelong,GMHBA Stadium,72,87,Qualifying Final,Fremantle
12,2013,9,9,15,Port Adelaide,Collingwood,M.C.G.,63,87,Elimination Final,Port Adelaide
18,2013,12,14,8,Carlton,Richmond,M.C.G.,96,116,Elimination Final,Carlton
